Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"NIH Pathway to Independence Award (Parent K99/R00 Independent Basic Experimental Studies with Humans Required)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, NINR, ORWH","PA-24-195","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-24-195.html"
"NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Required)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NCCIH, NHGRI, NHLBI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR, NLM, ORWH","PA-24-193","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-24-193.html"
"NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Not Allowed)","4/24/2024","5/8/2027","K99/R00","NIH","NIH","NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM, ORWH, NCCIH, NEI","PA-24-194","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-24-194.html"
"Optimizing Behavioral Sleep Interventions for Adolescents and Young Adults (R34 Clinical Trial Required)","4/17/2024","6/14/2025","R34","NIH","NIMH","None","RFA-MH-25-130","RFA","Required","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-130.html"
"NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R61/R33 Clinical Trial Required)","4/2/2024","1/8/2027","R61/R33","NIH","NHLBI","None","PAR-24-173","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-173.html"
"Research to Advance the Science of Primary Care (R01)","3/29/2024","11/6/2029","R01","AHRQ","AHRQ","None","PA-24-205","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-205.html"
"Limited Competition: Physician Scientist Transition to Independence in Blood Science Research (R00 - Clinical Trial Optional)","3/28/2024","3/29/2025","R00","NIH","NHLBI","None","RFA-HL-26-001","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-26-001.html"
"BRAIN Initiative: Preclinical Proof of Concept for Novel Recording and Modulation Technologies in the Human CNS (R18 - Clinical Trial Not Allowed)","3/19/2024","1/29/2027","R18","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH","RFA-NS-24-031","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-24-031.html"
"Support for Research Excellence  First Independent Research (SuRE-First) Award (R16 - Clinical Trial Not Allowed)","3/14/2024","1/8/2027","R16","NIH","NIGMS","NCI, NEI, NHGRI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NINDS, NINR, NLM","PAR-24-145","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-145.html"
"Support for Research Excellence (SuRE) Award (R16 Clinical Trial Not Allowed)","3/14/2024","1/8/2027","R16","NIH","NIGMS","NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NINDS, NINR, NLM, NCI, NEI, NHGRI","PAR-24-144","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-144.html"
"Elucidating Mechanisms Associated with HIV Related Co-Morbidities in Populations Experiencing Health Disparities (R01 - Clinical Trials Not Allowed)","3/1/2024","1/8/2026","R01","NIH","NIMHD","NHLBI, NIDDK","RFA-MD-24-005","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-005.html"
"Developing Digital Therapeutics for Substance Use Disorders (UG3/UH3 Clinical Trial optional)","2/27/2024","11/20/2026","UG3/UH3","NIH","NIDA","None","PAR-24-064","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-064.html"
"Cooperative Agreement for Long Term Data Collection on Antimicrobial Use in Animals (U01) Clinical Trial Not Allowed","2/27/2024","5/13/2025","U01","FDA","FDA","None","RFA-FD-24-031","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-FD-24-031.html"
"Long-Term Effects of Disasters on Healthcare Systems in Populations with Health Disparities (R01- Clinical Trial Optional)","2/21/2024","5/8/2027","R01","NIH","NIMHD","NCI, NIA, SGMRO","PAR-24-109","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-109.html"
"BRAIN Initiative: Research on the Ethical Implications of Advancements in Neurotechnology and Brain Science (R21 Clinical Trial Optional)","2/15/2024","10/10/2026","R21","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-25-171","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-171.html"
"BRAIN Initiative: Research on the Ethical Implications of Advancements in Neurotechnology and Brain Science (R01 Clinical Trial Optional)","2/15/2024","10/10/2026","R01","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-25-170","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-25-170.html"
"AHRQ Health Services Research Demonstration and Dissemination Grants (R18)","2/6/2024","5/27/2029","R18","AHRQ","AHRQ","None","PA-24-156","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-156.html"
"AHRQ Small Health Services Research Grant Program (R03)","2/6/2024","7/18/2029","R03","AHRQ","AHRQ","None","PA-24-155","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-155.html"
"AHRQ Health Services Research Projects (R01)","2/6/2024","7/7/2029","R01","AHRQ","AHRQ","None","PA-24-154","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-154.html"
"Drug Development Tools Research Grants (U01) Clinical Trials Optional","2/5/2024","5/14/2025","U01","FDA","FDA","None","RFA-FD-24-030","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-FD-24-030.html"
"NCCIH Natural Product Mid Phase Clinical Trial (R01 Clinical Trial Required)","2/1/2024","11/14/2026","R01","NIH","NCCIH","None","PAR-24-115","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-115.html"
"NCCIH Natural Product Early Phase Clinical Trial Award (R33 Clinical Trial Required)","2/1/2024","11/14/2026","R33","NIH","NCCIH","None","PAR-24-116","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-116.html"
"NIAID Clinical Trial Implementation Cooperative Agreement (U01 Clinical Trial Required)","1/29/2024","1/14/2027","U01","NIH","NIAID","None","PAR-24-100","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-100.html"
"Understanding Mechanisms and Outcomes of Trained Immunity (R01 Clinical Trial Not Allowed)","1/25/2024","1/8/2027","R01","NIH","NIAID","None","PAR-24-112","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-112.html"
"Understanding Mechanisms and Outcomes of Trained Immunity (R21 Clinical Trial Not Allowed)","1/25/2024","1/8/2027","R21","NIH","NIAID","None","PAR-24-111","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-111.html"
"High Priority HIV and Substance Use Research (RM1 Clinical Trial Optional)","1/17/2024","2/12/2027","RM1","NIH","NIDA","None","RFA-DA-25-060","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-060.html"
"NIDDK High Risk Multi-Center Clinical Study Implementation Planning Cooperative Agreements (U34 Clinical Trial Optional)","1/4/2024","6/11/2027","U34","NIH","NIDDK","None","PAR-24-094","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-094.html"
"Stephen I. Katz Early Stage Investigator Research Project Grant (R01 Basic Experimental Studies with Human Required)","12/22/2023","12/29/2026","R01","NIH","OD","NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIEHS, NIMH, NINR","PAR-24-076","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-24-076.html"
"Stephen I. Katz Early Stage Investigator Research Project Grant (R01 Clinical Trial Not Allowed)","12/22/2023","12/29/2026","R01","NIH","OD","NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDDK, NIEHS, NIMH, NINR, NLM, ORIP","PAR-24-075","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-075.html"
"Investigator Initiated Clinical Trials of Complementary and Integrative Interventions Delivered Remotely or via mHealth (R01 Clinical Trial Required)","12/20/2023","11/18/2026","R01","NIH","NCCIH","None","PAR-24-086","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-086.html"
"Systems-Based Approaches to Improve Patient Safety by Improving Healthcare Worker Safety and Well-Being (R01 Clinical Trial Optional)","12/5/2023","1/20/2029","R01","AHRQ","AHRQ","None","PA-24-093","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-093.html"
"Addressing Health and Health Care Disparities among Sexual and Gender Minority Populations (R01 - Clinical Trials Optional)","11/30/2023","1/8/2027","R01","NIH","NIMHD","NCCIH, NCI, NIAAA, NICHD, NIDA, NIDDK, NIMH, OBSSR","PAR-24-077","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-077.html"
"Native American Research Centers for Health (NARCH) Planning Grants (R34 - Clinical Trial Not Allowed)","11/28/2023","7/9/2026","R34","NIH","NIGMS","None","PAR-24-041","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-041.html"
"NHLBI Program Project Applications (P01 Clinical Trials Optional)","11/20/2023","9/26/2026","P01","NIH","NHLBI","None","PAR-24-065","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-065.html"
"NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Required)","11/9/2023","10/15/2026","K99/R00","NIH","NCI","None","PAR-23-287","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-287.html"
"NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Not Allowed)","11/9/2023","10/15/2026","K99/R00","NIH","NCI","None","PAR-23-286","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-286.html"
"NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Basic Experimental Studies with Humans Required)","11/8/2023","10/15/2026","K99/R00","NIH","NCI","None","PAR-23-288","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-23-288.html"
"HEAL Initiative: Non-addictive Analgesic Therapeutics Development [Small Molecules and Biologics] to Treat Pain (UG3/UH3 Clinical Trial Optional)","10/31/2023","1/8/2027","UG3/UH3","NIH","NINDS","NCCIH, NCI, NEI, NHLBI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK","RFA-NS-24-019","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-24-019.html"
"NIDCD Low Risk Clinical Trials in Communication Disorders (R01 Clinical Trial Required)","10/20/2023","1/8/2028","R01","NIH","NIDCD","None","PAR-24-051","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-051.html"
"Understanding the Impact of Healthcare System and Clinician Factors on Disparities in Maternal Morbidity and Mortality (R01 - Clinical Trial Optional)","10/19/2023","1/8/2027","R01","NIH","NIMHD","NIAMS, NICHD, NIMH, NINR, ODP, ORWH","PAR-24-059","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-059.html"
"Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R61/R33 Basic Experimental Studies with Humans Required)","10/5/2023","8/15/2026","R61/R33","NIH","NIDA","None","RFA-DA-24-034","RFA","Basic_Trial","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-034.html"
"HIV Vaccine Research and Design (HIVRAD) Program (P01 Clinical Trial Not Allowed)","10/4/2023","3/14/2026","P01","NIH","NIAID","None","PAR-24-037","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-037.html"
"Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R01 Basic Experimental Studies with Humans Required)","9/29/2023","8/15/2026","R01","NIH","NIDA","None","RFA-DA-24-032","RFA","Basic_Trial","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-032.html"
"Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R61/R33 Clinical Trial Optional)","9/29/2023","8/15/2026","R61/R33","NIH","NIDA","None","RFA-DA-24-033","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-033.html"
"Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R01 Clinical Trial Optional)","9/28/2023","8/15/2026","R01","NIH","NIDA","None","RFA-DA-24-031","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-031.html"
"Health and Health Care Disparities Among Persons Living with Disabilities (R01 - Clinical Trials Optional)","9/26/2023","11/6/2026","R01","NIH","NIMHD","NCI, NEI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDCD, NIMH, NINDS, NINR, OBSSR","PAR-23-309","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-309.html"
"Interventions to Address HIV-Related Comorbidities among Highly Affected Populations Experiencing Health Disparities (R01 - Clinical Trial Required)","9/25/2023","12/12/2026","R01","NIH","NIMHD","NHLBI, NIDDK, ORWH","RFA-MD-24-003","RFA","Required","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-003.html"
"Specialized Programs of Research Excellence (SPOREs) in Human Cancers for Years 2024, 2025, and 2026 (P50 Clinical Trial Required)","9/22/2023","9/26/2026","P50","NIH","NCI","NIDCR","PAR-23-284","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-284.html"
"HEAL Initiative:  Research to Increase Implementation of Substance Use Preventive Services (R61/R33 Clinical Trial Optional)","9/22/2023","1/17/2026","R61/R33","NIH","NIDA","NCCIH, NIA, OBSSR, ODP","RFA-DA-24-066","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-066.html"
"HEAL Initiative: Research to Increase Implementation of Substance Use Preventive Services (R01 Clinical Trial Optional)","9/22/2023","1/17/2026","R01","NIH","NIDA","NCCIH, NIA, OBSSR, ODP","RFA-DA-24-067","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-067.html"
"Opportunities for HIV Cure Strategies at the Time of ART Initiation (R01 Clinical Trial Not Allowed)","9/20/2023","9/8/2026","R01","NIH","NIAID","NICHD, NIMH","PAR-23-297","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-297.html"
"Opportunities for HIV Cure Strategies at the Time of ART Initiation (R21 Clinical Trial Not Allowed)","9/20/2023","9/8/2026","R21","NIH","NIAID","NICHD, NIMH","PAR-23-296","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-296.html"
"Intervention Research to Improve Native American Health (R21 Clinical Trials Optional)","9/11/2023","1/8/2027","R21","NIH","NIDA","NCCIH, NCI, NIA, NIAAA, NIAMS, NICHD, NIDCD, NIDCR, NIEHS, NIMH, NIMHD, NINR, NLM, OBSSR, ODP, ORWH","PAR-23-299","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-299.html"
"Improving Care and Outcomes for Cancer Survivors from Sexual and Gender Minority (SGM) Populations (R01 Clinical Trial Optional)","9/7/2023","1/8/2027","R01","NIH","NCI","NIMHD","PAR-23-292","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-292.html"
"IDeA Clinical and Translational Research Development (CTR-D) Award (P20-Clinical Trial Optional)","8/29/2023","10/10/2025","P20","NIH","NIGMS","None","PAR-23-257","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-257.html"
"IDeA Clinical and Translational Research Network (CTR-N) Award (P50 - Clinical Trial Optional)","8/29/2023","10/10/2025","P50","NIH","NIGMS","None","PAR-23-241","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-241.html"
"AHRQ Improving Diagnostic Safety in Ambulatory Care: Strategies and Interventions (R18)","8/22/2023","9/1/2028","R18","AHRQ","AHRQ","None","PA-23-290","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-290.html"
"AHRQ Understanding and Improving Diagnostic Safety in Ambulatory Care:  Incidence and Contributing Factors (R01)","8/22/2023","9/1/2028","R01","AHRQ","AHRQ","None","PA-23-291","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-291.html"
"Understanding Expectancies in Cancer Symptom Management (R01 Clinical Trial Required)","8/10/2023","5/8/2026","R01","NIH","NCI","None","PAR-23-273","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-273.html"
"NCI Research Specialist (Core-based Scientist) Award (R50 Clinical Trial Not Allowed)","8/9/2023","11/4/2025","R50","NIH","NCI","None","PAR-23-243","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-243.html"
"NCI Research Specialist (Laboratory-based Scientist) Award (R50 Clinical Trial Not Allowed)","8/9/2023","11/4/2025","R50","NIH","NCI","None","PAR-23-242","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-242.html"
"Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R21 Clinical Trials Not Allowed)","8/1/2023","9/8/2026","R21","NIH","NCI","NHGRI, NIA, NIDCR","PAR-23-255","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-255.html"
"Advanced Laboratories for Accelerating the Reach and Impact of Treatments for Youth and Adults with Mental Illness (ALACRITY) Research Centers (P50 Clinical Trial Optional)","6/20/2023","5/19/2026","P50","NIH","NIMH","None","PAR-24-210","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-210.html"
"Investigator-Initiated Research in Genomics and Health Equity (R01 Clinical Trial Optional)","6/5/2023","7/9/2025","R01","NIH","NHGRI","NCI, NIA, ORWH","RFA-HG-23-017","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-23-017.html"
"Investigator-Initiated Research in Genomics and Health Equity (R21 Clinical Trial Optional)","6/5/2023","7/9/2025","R21","NIH","NHGRI","NIA, ORWH, PRCMD","RFA-HG-23-018","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-23-018.html"
"NIAID Clinical Trial Planning Grant (R34 Clinical Trial Not Allowed)","6/2/2023","5/14/2026","R34","NIH","NIAID","None","PAR-23-206","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-206.html"
"NIAID New Innovators Awards (DP2 Clinical Trial Not Allowed)","6/2/2023","10/11/2025","DP2","NIH","NIAID","None","PAR-23-198","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-198.html"
"HIV-associated Non-Communicable Diseases Research at Low- and Middle-Income Country Institutions (R21 Clinical Trial Optional)","5/10/2023","12/9/2025","R21","NIH","FIC","NCI, NIDA, NIDCR, NIDDK, NIMH","PAR-23-191","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-191.html"
"Interventions for Stigma Reduction to Improve HIV/AIDS Prevention, Treatment and Care in Low- and Middle- Income Countries (R01 - Clinical Trial Optional)","5/10/2023","12/23/2025","R01","NIH","FIC","NCI, NIDA, NIDCR, NIDDK, NIMH","PAR-23-190","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-190.html"
"HEAL Initiative: Interdisciplinary Team Science to Uncover the Mechanisms of Pain Relief by Medical Devices (RM1 Clinical Trial Optional)","4/27/2023","6/10/2025","RM1","NIH","NINDS","NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK","RFA-NS-23-028","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-23-028.html"
"Maximizing Investigators Research Award (MIRA) for Early Stage Investigators (ESI) (R35 - Clinical Trial Optional)","4/24/2023","2/4/2026","R35","NIH","NIGMS","None","PAR-23-145","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-145.html"
"Innovation for HIV Vaccine Discovery (R01 Clinical Trial Not Allowed)","4/20/2023","8/2/2025","R01","NIH","NIAID","None","PAR-23-169","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-169.html"
"STrengthening Research Opportunities for NIH Grants (STRONG): Structured Institutional Needs Assessment and Action Plan Development for Resource Limited Institutions (RLIs) (UC2 - Clinical Trial Not Allowed)","4/19/2023","9/19/2025","UC2","NIH","NIMHD","NCATS, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIDA, NIDCD, NIDCR, NIEHS, NIGMS, NIMH, NINR, ODP, ORWH","PAR-23-144","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-144.html"
"International Research in Infectious Diseases (R01 Clinical Trial Not Allowed)","4/14/2023","8/2/2025","R01","NIH","NIAID","None","RFA-AI-23-023","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-23-023.html"
"Centers of Excellence in Genomic Science (RM1 Clinical Trial Optional)","4/13/2023","6/23/2025","RM1","NIH","NHGRI","NIMH","PAR-23-098","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-098.html"
"Exploratory Clinical Neuroscience Research on Substance Use Disorders (R61/R33 Clinical Trial Optional)","4/10/2023","5/8/2026","R61/R33","NIH","NIDA","None","PAR-23-157","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-157.html"
"Exploratory Clinical Neuroscience Research on Substance Use Disorders (R61/R33 Basic Experimental Studies with Humans (BESH) Required)","4/10/2023","5/8/2026","R61/R33","NIH","NIDA","None","PAR-23-158","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-23-158.html"
"BRAIN Initiative: Exploratory Research Opportunities Using Invasive Neural Recording and Stimulating Technologies in the Human Brain (R61 Basic Experimental Studies with Humans Required)","4/3/2023","9/20/2025","R61","NIH","NIDCD","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIMH, NINDS, OBSSR","RFA-DC-24-001","RFA","Basic_Trial","https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-24-001.html"
"Pulmonary Outcomes and Sequelae after Treatment-TB (POST-TB) (R01 Clinical Trial Optional)","3/30/2023","5/8/2026","R01","NIH","NIAID","None","PAR-23-148","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-148.html"
"Avenir Award Program for Research on Substance Use Disorders and HIV (DP2 Clinical Trial Optional)","3/10/2023","8/16/2025","DP2","NIH","NIDA","None","PAR-23-125","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-125.html"
"Biomedical Technology Optimization and Dissemination Center (BTOD)(RM1-Clinical Trial Not Allowed)","3/7/2023","1/28/2026","RM1","NIH","NIGMS","None","PAR-23-110","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-110.html"
"IDeA Networks of Biomedical Research Excellence (INBRE) (P20 Clinical Trial Optional)","2/10/2023","5/23/2025","P20","NIH","NIGMS","None","PAR-23-100","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-100.html"
"Collaborative Program Grant for Multidisciplinary Teams (RM1 - Clinical Trial Optional)","2/3/2023","1/28/2026","RM1","NIH","NIGMS","None","PAR-23-077","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-077.html"
"NIMHD Exploratory/Developmental Research Grant Program (R21 - Clinical Trial Optional)","2/1/2023","5/8/2026","R21","NIH","NIMHD","None","PAR-23-111","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-111.html"
"Addressing the Impact of Structural Racism and Discrimination on Minority Health and Health Disparities (R01 - Clinical Trial Optional)","1/30/2023","1/8/2026","R01","NIH","NIMHD","NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NINR, OBSSR, ODP, PN, ORWH, SGMRO, NCCIH, NEI, NHGRI, NIA, NIBIB, NICHD","PAR-23-112","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-112.html"
"AHRQ Small Research Projects to Advance the Science of Primary Care (R03)","1/26/2023","3/20/2027","R03","AHRQ","AHRQ","None","PA-23-115","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-23-115.html"
"Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trial Not Allowed)","1/20/2023","12/2/2025","R21","NIH","NIEHS","None","RFA-ES-23-004","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-23-004.html"
"Investigator Initiated Extended Clinical Trial (R01 Clinical Trial Required)","1/12/2023","1/14/2026","R01","NIH","NIAID","NIA","PAR-23-084","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-084.html"
"NIDA Research Center of Excellence Grant Program (P50 Clinical Trial Optional)","1/12/2023","11/19/2025","P50","NIH","NIDA","None","PAR-23-076","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-076.html"
"NIDA Program Project Grant Applications (P01 Clinical Trial Optional)","1/10/2023","1/8/2026","P01","NIH","NIDA","None","PAR-23-064","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-064.html"
"Innovations to Optimize HIV Prevention and Care Continuum Outcomes (R01 Clinical Trial Optional)","1/10/2023","1/10/2026","R01","NIH","NIMH","None","PAR-23-062","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-062.html"
"Innovations to Optimize HIV Prevention and Care Continuum Outcomes (R21 Clinical Trial Optional)","1/10/2023","1/10/2026","R21","NIH","NIMH","None","PAR-23-061","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-061.html"
"Formative and Pilot Intervention Research to Optimize HIV Prevention and Care Continuum Outcomes (R34 Clinical Trial Optional)","1/10/2023","1/10/2026","R34","NIH","NIMH","None","PAR-23-060","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-060.html"
"NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Clinical Trial Required)","1/9/2023","1/8/2026","K99/R00","NIH","NIAID","None","PAR-23-070","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-070.html"
"NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Independent Clinical Trial Not Allowed)","1/9/2023","1/8/2026","K99/R00","NIH","NIAID","None","PAR-23-071","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-071.html"
"Limited Competition: Renewal of Centers of Biomedical Research Excellence (COBRE) (Phase 2) (P20 - Clinical Trial Optional)","12/20/2022","5/29/2025","P20","NIH","NIGMS","None","PAR-23-063","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-063.html"
"HEAL Initiative Advanced Postdoctoral-to-Independent Career Transition Award in PAIN and SUD Research (Independent Basic Experimental Studies with Humans Required)","12/15/2022","3/12/2025","K99/R00","NIH","NINDS","NCCIH, NCI, NHLBI, NIA, NIAAA, NIAMS, NICHD","RFA-NS-22-023","RFA","Basic_Trial","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-023.html"
